Ticker,Company Name,Sector,Industry,Country,Currency,P/E Ratio (Trailing),P/E Ratio (Forward),Price-to-Book Ratio,Price-to-Sales Ratio,Enterprise Value,EV/EBITDA,EV/Revenue,Profit Margin,Operating Margin,Gross Margin,Return on Equity (ROE),Return on Assets (ROA),Debt-to-Equity Ratio,Current Ratio,Quick Ratio,Revenue (TTM),EPS (Trailing),EPS (Forward),Revenue Growth (YoY),Earnings Growth (YoY),Dividend Yield,Dividend Rate,Payout Ratio,Market Cap,Beta,52-Week High,52-Week Low,Average Volume,Shares Outstanding,Float Shares,Short Ratio,Book Value Per Share,Total Assets,Total Liabilities,Free Cash Flow,EBITDA,Target Price (Analyst),Recommendation Rating,Number of Analysts,Institutional Ownership (%),Insider Ownership (%),Historical Volatility (1Y),Target High Price,Target Low Price,50-Day Moving Average,200-Day Moving Average,Website
ATO,Atmos Energy Corporation,Utilities,Utilities - Regulated Gas,United States,USD,22.569336,22.885433,1.9594915,5.6735234,34691190784.0,15.472,7.504,0.25045002,0.30873,0.57945997,0.09057,0.03611,67.241,1.373,1.089,4623219200.0,7.24,7.14,0.196,0.075,2.11,3.48,0.4723,26229942272.0,0.736,168.86,130.66,819535.0,160524000.0,159781952.0,6.62,83.39,25194465000.0,13036796000.0,-1203378000.0,2242129920.0,162.7,2.5,10.0,1.0792099,0.00317,0.17331939987515355,182.0,141.0,159.1282,151.55295,https://www.atmosenergy.com
ADSK,"Autodesk, Inc.",Technology,Software - Application,United States,USD,66.08351,34.48148,24.834457,10.207876,68127629312.0,42.5,10.315,0.15791,0.25525,0.92036,0.402,0.093739994,100.7,0.764,0.606,6605000192.0,4.79,9.18,0.171,0.123,,,0.0,67423023104.0,1.495,326.62,232.67,1637988.0,213000000.0,212375910.0,2.22,12.746,10833000000.0,8212000000.0,1505000000.0,1603000064.0,358.96448,1.6129,29.0,0.9554,0.00245,0.2933896319895463,430.0,270.97,298.0684,290.24725,https://www.autodesk.com
ADP,"Automatic Data Processing, Inc.",Technology,Software - Application,United States,USD,30.072145,27.609936,19.6568,5.912266,122454532096.0,20.324,5.956,0.19841999,0.23685,0.48391,0.76003,0.06315,148.765,1.048,0.276,20560900096.0,9.98,10.87,0.075,0.106,2.06,6.16,0.6032,121561505792.0,0.826,329.93,267.79,1575901.0,405043008.0,403936929.0,4.13,15.268,53369300000.0,47181300000.0,4392700000.0,6025200128.0,320.25,2.8,12.0,0.85342,0.00177,0.1910801344393576,340.0,305.0,304.359,303.61945,https://www.adp.com
AZO,"AutoZone, Inc.",Consumer Cyclical,Auto Parts,United States,USD,28.603987,24.198198,-17.74998,3.7333536,82393178112.0,19.153,4.359,0.13563,0.19402,0.52948004,,0.12982,,0.844,0.093,18901370880.0,147.47,174.32,0.054,-0.036,,,0.0,70565502976.0,0.408,4229.68,2898.57,126591.0,16728700.0,16676855.0,2.35,-237.647,17176538000.0,21926152000.0,1931420000.0,4301897216.0,4202.409,1.65385,22.0,0.9489,0.00283,0.21544242242164108,4900.0,2900.0,3889.2463,3590.9033,https://www.autozone.com
AVB,"AvalonBay Communities, Inc.",Real Estate,REIT - Residential,United States,USD,23.578009,34.6435,2.2843864,9.04573,36124196864.0,19.616,11.958,0.38394,0.30501,0.63490003,0.09711,0.028110001,72.575,0.837,0.096,3020967936.0,8.14,5.54,0.044,0.056,3.66,7.0,0.84769994,27326859264.0,0.88,239.29,180.4,898280.0,142383008.0,141412587.0,4.17,84.016,21000737000.0,9059645000.0,1409852000.0,1841537024.0,219.65,2.43478,20.0,0.95375997,0.00357,0.22714386606450665,249.0,199.0,196.0434,209.91685,https://www.avalonbay.com
AVY,Avery Dennison Corporation,Consumer Cyclical,Packaging & Containers,United States,USD,18.693947,15.8507595,5.911234,1.4881645,16301830144.0,11.409,1.866,0.08137,0.12911999,0.2857,0.3168,0.085,161.255,1.04,0.615,8737899520.0,8.92,10.52,-0.007,0.106,2.25,3.76,0.4013,13003431936.0,0.908,224.38,157.0,663600.0,77981600.0,77262604.0,2.43,28.209,8404200000.0,6091900000.0,699000000.0,1428800000.0,195.25,2.15385,12.0,0.96865,0.053839996,0.22802410382634375,223.0,170.0,175.6994,181.588,https://www.averydennison.com
AXON,"Axon Enterprise, Inc.",Industrials,Aerospace & Defense,United States,USD,178.74509,117.0492,20.849998,23.821407,56759144448.0,653.862,23.733,0.13644,0.00025,0.60578,0.14001,0.00245,75.079,2.952,2.561,2391589888.0,4.06,6.2,0.328,-0.17,,,0.0,56971038720.0,1.402,885.92,346.71,631253.0,78504400.0,74816301.0,2.34,34.806,4474588000.0,2146923000.0,329527000.0,86806000.0,860.00714,,14.0,0.83312,0.0419,0.5762225249991537,925.0,664.1,769.942,663.0213,https://www.axon.com
BKR,Baker Hughes Company,Energy,Oil & Gas Equipment & Services,United States,USD,15.055555,17.926071,2.5654304,1.6450955,47482560512.0,10.157,1.72,0.1104,0.12836,0.21424,0.18363,0.05846,33.77,1.408,0.767,27608999936.0,3.06,2.57,-0.032,0.223,2.04,0.92,0.2876,45419442176.0,0.995,49.4,32.25,7096287.0,985878976.0,983582026.0,3.23,17.958,38363000000.0,21308000000.0,2054000000.0,4674999808.0,50.09524,1.91304,21.0,1.01275,0.0013799999,0.362497183519058,58.0,37.0,42.1948,41.6533,https://www.bakerhughes.com
BALL,Ball Corporation,Consumer Cyclical,Packaging & Containers,United States,USD,24.856436,14.223796,2.6238503,1.1022507,20793266176.0,10.702,1.677,0.044850003,0.10665,0.20166,0.09592,0.04448,139.757,0.999,0.608,12396999680.0,2.02,3.53,0.128,0.49,1.6,0.8,0.396,13664601088.0,1.062,68.12,43.51,2411788.0,272148992.0,270325497.0,2.9,19.136,17628000000.0,11698000000.0,-369000000.0,1943000064.0,64.76923,2.21429,13.0,0.89153,0.0053100004,0.2656096321588467,84.0,54.0,55.944,54.228,https://www.ball.com
BAC,Bank of America Corporation,Financial Services,Banks - Diversified,United States,USD,14.769794,13.760929,1.35656,3.789051,375415767040.0,,3.813,0.28514,0.30912,0.0,0.0946,0.00838,,,,98455003136.0,3.41,3.66,0.042,0.072,2.24,1.12,0.305,373051031552.0,1.345,50.92,33.07,38821048.0,7406949888.0,7378874982.0,2.64,37.127,3261519000000.0,2965960000000.0,-8805000000.0,,53.47917,1.6,24.0,0.67272,0.08289,0.28062074059038383,59.0,46.0,47.7132,44.7204,https://www.bankofamerica.com
BAX,Baxter International Inc.,Healthcare,Medical Instruments & Supplies,United States,USD,,8.194445,1.6555594,1.1133881,20102639616.0,9.859,1.846,-0.01424,0.15445,0.38844,-0.03213,0.02734,133.347,2.296,1.209,10887000064.0,-0.48,2.88,0.043,,2.89,0.68,3.0769,12121455616.0,0.604,40.49,21.33,6699995.0,513620992.0,511474125.0,2.43,14.255,25782000000.0,18758000000.0,559000000.0,2039000064.0,29.35733,,15.0,1.02318,0.0028,0.39675681978628946,47.0,19.0,26.637,30.2749,https://www.baxter.com
BDX,"Becton, Dickinson and Company",Healthcare,Medical Instruments & Supplies,United States,USD,34.699635,12.044501,2.131926,2.5392478,72931434496.0,12.322,3.41,0.07411,0.17807,0.47157001,0.061750002,0.0396,75.93,1.103,0.453,21386000384.0,5.46,15.73,0.104,0.19,2.19,4.16,0.74410003,54304354304.0,0.297,251.99,163.33,2748129.0,286627008.0,286002621.0,1.68,88.868,57286000000.0,31397000000.0,3072000000.0,5919000064.0,208.0,,10.0,0.92276,0.0056800004,0.29881804717077304,270.0,183.0,183.6922,205.13675,https://www.bd.com
BRK-B,Berkshire Hathaway Inc.,Financial Services,Insurance - Diversified,United States,USD,17.31312,25.167828,0.0010884374,2.9448185,-214062743552.0,-2.18,-0.578,0.16997999,0.22427,0.22995001,0.099139996,0.04681,18.95,3.002,2.801,370150998016.0,29.19,20.08,-0.012,-0.593,,,0.0,1090027520000.0,0.777,542.07,437.9,4663859.0,1378550016.0,1233496.0,2.75,464307.84,1153881000000.0,502226000000.0,11616000000.0,98201001984.0,521.0,,3.0,0.64950997,0.00385,0.19474045326270858,597.0,479.0,480.424,487.9189,https://www.berkshirehathaway.com
BBY,"Best Buy Co., Inc.",Consumer Cyclical,Specialty Retail,United States,USD,20.93113,11.108188,5.916524,0.3860317,18459234304.0,7.169,0.444,0.0187,0.03867,0.22544001,0.26722,0.06979,150.074,1.038,0.277,41598001152.0,3.63,6.84,0.016,-0.351,5.07,3.8,1.0412999,16058146816.0,1.215,103.48,54.99,3581111.0,211347008.0,195005115.0,4.64,12.842,14782000000.0,11974000000.0,1392000000.0,2575000064.0,79.61905,2.37037,21.0,0.88212997,0.07484,0.4138827277434659,95.0,60.0,70.0284,76.1609,https://bestbuy.com
TECH,Bio-Techne Corporation,Healthcare,Biotechnology,United States,USD,113.63043,23.86758,4.2214503,6.6664195,8578887168.0,25.907,7.034,0.06018,0.36296,0.66504997,0.03681,0.06301,23.142,3.459,2.099,1219634944.0,0.46,2.19,0.036,,0.6,0.32,0.6957,8130598400.0,1.466,80.95,46.01,2153909.0,155550000.0,153704769.0,2.47,12.382,2557868000.0,639060000.0,256550000.0,331142016.0,66.23077,1.5,13.0,1.03376,0.010989999,0.4212743411508151,75.0,53.0,53.7318,60.1653,https://www.bio-techne.com
BIIB,Biogen Inc.,Healthcare,Drug Manufacturers - General,United States,USD,13.20335,8.281814,1.1470579,2.0235276,24599359488.0,7.634,2.461,0.1531,0.3461,0.75585,0.091309994,0.05618,37.397,2.503,1.521,9996999680.0,10.45,16.66,0.073,0.083,,,0.0,20229206016.0,0.112,205.19,110.04,1387504.0,146615008.0,146226069.0,2.78,120.286,28049300000.0,11333300000.0,2515700000.0,3222400000.0,171.34666,2.24242,27.0,0.92601997,0.00149,0.29917168880588907,260.0,124.36,131.8778,137.00156,https://www.biogen.com
BLK,"BlackRock, Inc.",Financial Services,Asset Management,United States,USD,26.780224,22.54775,3.4863737,7.9468274,175772696576.0,20.52,8.148,0.29685,0.34225,0.4902,0.13921,0.03609,28.507,2.308,1.647,21572999168.0,41.34,49.1,0.129,0.02,1.9,20.84,0.4984,171436900352.0,1.463,1171.89,773.74,575250.0,154852992.0,143697703.0,2.49,317.549,138615000000.0,89260000000.0,4701000000.0,8566000128.0,1147.2667,,15.0,0.83273005,0.01988,0.2665217600187917,1252.0,994.0,1104.6512,1008.99023,https://www.blackrock.com
BX,Blackstone Inc.,Financial Services,Asset Management,United States,USD,45.916214,29.140652,15.917736,15.449392,155469398016.0,,11.511,0.21204,0.5273,1.0,0.2882,0.13328,67.125,0.921,0.87,13505741824.0,3.7,5.83,0.425,0.691,2.55,4.26,1.0946,208655499264.0,1.758,200.96,115.66,3666932.0,737091968.0,734666440.0,2.89,10.673,43469875000.0,23974860000.0,3420253000.0,,181.6842,2.2381,19.0,0.70563006,0.00958,0.3824500702269602,215.0,150.0,165.957,159.3956,https://www.blackstone.com
BK,The Bank of New York Mellon Corporation,Financial Services,Banks - Diversified,United States,USD,16.129602,16.154303,1.9263624,3.8604214,-53877391360.0,,-2.796,0.25842,0.36908,0.0,0.116809994,0.0109399995,,,,19271000064.0,6.54,6.53,0.097,0.27,2.03,2.12,0.2875,74394181632.0,1.144,106.57,66.01,3907093.0,705241024.0,703512976.0,2.73,54.76,416064000000.0,374300000000.0,-782000000.0,,101.26923,,13.0,0.87254,0.00177,0.23766374762629786,113.0,85.0,98.9364,87.04685,https://www.bny.com
BA,The Boeing Company,Industrials,Aerospace & Defense,United States,USD,,493.0368,-53.03898,2.3261576,209109925888.0,-29.843,2.776,-0.14182,-0.00976,-0.00153,,-0.03729,,1.231,0.336,75326996480.0,-16.55,0.47,0.349,,,,0.0,175222456320.0,1.483,242.69,128.88,7606904.0,756158016.0,724315894.0,2.18,-4.369,156363000000.0,160277000000.0,-14398000000.0,-7007000064.0,247.875,1.62963,24.0,0.74484,0.00072999997,0.37216995029726807,287.0,150.0,225.6872,188.3085,https://www.boeing.com
BKNG,Booking Holdings Inc.,Consumer Cyclical,Travel Services,United States,USD,38.500908,26.324087,-26.904488,7.1542797,182586769408.0,20.405,7.296,0.19233,0.33657002,0.86773,,0.17569,,1.248,1.179,25024999424.0,143.48,209.85,0.16,-0.382,0.69,38.4,0.2558,179035848704.0,1.392,5839.41,3700.97,198729.0,32409900.0,32309090.0,3.08,-205.323,27708000000.0,31728000000.0,7894000000.0,8947999744.0,6100.3613,1.78947,36.0,0.96252996,0.0017200001,0.2695077090100459,7218.0,5200.0,5612.635,5129.6455,https://www.bookingholdings.com
BSX,Boston Scientific Corporation,Healthcare,Medical Devices,United States,USD,64.21131,38.664875,7.123283,8.643008,171060756480.0,36.357,9.25,0.1355,0.18632999,0.68044,0.115480006,0.05387,53.092,1.372,0.645,18493999104.0,1.68,2.79,0.228,1.409,,,0.0,159843778560.0,0.657,108.94,80.5,7221062.0,1481750016.0,1477469372.0,2.62,15.144,39395000000.0,17392000000.0,2365000000.0,4704999936.0,124.27258,1.36364,31.0,0.93625,0.00191,0.22493239583620328,140.0,99.0,104.6916,99.9511,https://www.bostonscientific.com
BMY,Bristol-Myers Squibb Company,Healthcare,Drug Manufacturers - General,United States,USD,18.8996,6.6941676,5.492531,2.007962,134123200512.0,7.017,2.812,0.10584,0.33661997,0.73917997,0.29319,0.08344,291.549,1.207,1.043,47703998464.0,2.49,7.03,0.006,-0.228,5.22,2.48,0.98800004,95787810816.0,0.357,63.33,42.96,12604222.0,2035440000.0,2031772053.0,2.3,8.568,92603000000.0,76215000000.0,13942000000.0,19114000384.0,53.0,2.69231,21.0,0.82832,0.00075,0.29225235964368634,68.0,34.0,47.0598,52.84165,https://www.bms.com
AVGO,Broadcom Inc.,Technology,Semiconductors,United States,USD,110.99273,49.470016,5.154084,25.166363,153661292544.0,4.939,2.694,0.22643,0.31765,0.77033997,0.18977,0.08014,166.032,1.077,0.887,57045999616.0,2.75,6.17,0.164,1.881,0.78,2.36,0.8157,1435640266752.0,1.172,317.35,134.9,20149130.0,4703470080.0,405722760.0,2.51,59.221,165645000000.0,97967000000.0,19414000000.0,31113000960.0,307.56512,1.32558,40.0,0.79877,0.02015,0.5716436494806987,400.0,210.0,289.1862,228.1716,https://www.broadcom.com
BR,"Broadridge Financial Solutions, Inc.",Technology,Information Technology Services,United States,USD,35.336388,26.795187,11.0591955,4.2596154,32158046208.0,19.066,4.668,0.12186,0.24145001,0.31017,0.3481,0.0885,130.278,0.976,0.881,6889099776.0,7.09,9.35,0.062,0.163,1.56,3.9,0.49580002,29344915456.0,0.973,271.91,206.95,675491.0,117129000.0,116517905.0,1.24,22.654,8545000000.0,5889800000.0,1056400000.0,1686700032.0,279.125,,8.0,0.93499,0.00527,0.2154959909813251,305.0,240.0,249.7498,238.6953,https://www.broadridge.com
BRO,"Brown & Brown, Inc.",Financial Services,Insurance Brokers,United States,USD,27.254007,23.122591,2.6918113,6.2941313,30337722368.0,17.783,6.121,0.20299,0.29944,0.49293998,0.11533,0.04404,66.945,2.747,1.966,4956000256.0,3.47,4.09,0.082,-0.133,0.63,0.6,0.1671,31193716736.0,0.805,125.68,90.38,3949017.0,329843008.0,282483981.0,1.78,35.133,17612000000.0,11175000000.0,1092000000.0,1706000000.0,109.91667,2.42857,12.0,0.84156,0.13494,0.23396164657599408,130.0,87.0,100.3606,108.4024,https://www.bbrown.com
BF-B,Brown-Forman Corporation,Consumer Defensive,Beverages - Wineries & Distilleries,United States,USD,15.798883,14.884212,3.3522997,3.400133,15561625600.0,12.829,3.942,0.21378,0.27165002,0.59016997,0.22649,0.08595,67.728,2.791,0.88,3948000000.0,1.79,1.9,-0.028,-0.123,3.21,0.91,0.50130004,13423724544.0,0.515,49.89,25.53,5055785.0,303608992.0,335134377.0,8.35,8.436,8086000000.0,4093000000.0,431000000.0,1212999936.0,31.85556,3.0,18.0,0.66702,0.028789999,0.38658528949570026,42.0,25.0,29.3156,33.61815,https://www.brown-forman.com
BLDR,"Builders FirstSource, Inc.",Industrials,Building Products & Equipment,United States,USD,21.304085,12.087555,3.725594,0.976347,20298354688.0,11.285,1.273,0.04744,0.073520005,0.31577,0.17833,0.069180004,127.199,1.792,1.007,15944359936.0,6.61,11.65,-0.05,-0.422,,,0.0,15567228928.0,1.614,203.14,102.6,2213154.0,110547000.0,107520156.0,3.01,37.798,10583086000.0,6286616000.0,1492123000.0,1798644992.0,141.15788,1.77778,19.0,1.00527,0.02631,0.4390569726989165,158.0,125.0,131.3398,137.19055,https://www.bldr.com
BG,Bunge Global SA,Consumer Defensive,Farm Products,United States,USD,8.230091,8.778764,1.0085049,0.3211349,22400036864.0,11.959,0.44,0.027090002,0.02804,0.061539996,0.12528,0.03137,102.15,2.065,0.956,50861998080.0,9.92,9.3,-0.036,4.438,3.45,2.8,0.2762,16333561856.0,0.648,101.51,67.4,2012669.0,200062000.0,165839409.0,2.95,80.954,24899000000.0,13950000000.0,524000000.0,1872999936.0,89.77778,1.77778,9.0,0.74601996,0.17186001,0.2943709787400659,100.0,80.0,79.9146,78.73615,https://www.bunge.com
BXP,"BXP, Inc.",Real Estate,REIT - Office,United States,USD,3726.5,39.855614,2.2444737,3.8640246,30410493952.0,16.037,8.917,0.00145,0.29013002,0.60317004,0.009509999,0.024549998,211.337,0.888,0.791,3410208000.0,0.02,1.87,0.016,0.105,5.31,3.92,196.0,13177127936.0,1.242,90.11,54.22,1660451.0,158376000.0,147021574.0,6.02,33.206,26084980000.0,18137324000.0,1234501000.0,1896273024.0,76.0,2.2381,18.0,1.10547,0.00392,0.31415132091741405,91.0,65.0,68.3038,70.08585,https://www.bxp.com
CHRW,"C.H. Robinson Worldwide, Inc.",Industrials,Integrated Freight & Logistics,United States,USD,29.167046,26.961134,8.509714,0.89082366,16744692736.0,20.274,0.984,0.03141,0.05314,0.082100004,0.32432997,0.090500005,94.807,1.313,1.256,17012580352.0,4.4,4.76,-0.077,0.2,1.93,2.48,0.5636,15155209216.0,0.873,131.17,84.68,1315562.0,118091000.0,117644777.0,4.45,15.081,5297926000.0,3575875000.0,434796000.0,825905024.0,117.68,2.07692,25.0,0.99079,0.0081400005,0.3190490140772828,136.0,71.0,109.548,102.1147,https://www.chrobinson.com
CDNS,"Cadence Design Systems, Inc.",Technology,Software - Application,United States,USD,93.94892,51.02044,19.021935,18.71235,94118412288.0,52.672,18.493,0.19884,0.29354,0.85570997,0.21839,0.11731,49.498,2.821,2.509,5089287168.0,3.72,6.85,0.202,-0.298,,,0.0,95232524288.0,1.001,376.45,221.56,1676161.0,272489984.0,271394590.0,2.22,18.373,8974482000.0,4300904000.0,1118009000.0,1786873984.0,369.5726,1.69565,23.0,0.90462995,0.00318,0.4050069792094424,410.0,200.0,335.7192,300.4432,https://www.cadence.com
CZR,"Caesars Entertainment, Inc.",Consumer Cyclical,Resorts & Casinos,United States,USD,,18.664179,1.3352196,0.45734835,30457909248.0,8.486,2.678,-0.01714,0.19264,0.51161,-0.03018,0.041890003,632.192,0.824,0.628,11374000128.0,-0.93,1.34,0.027,,,,0.0,5201880064.0,2.248,45.93,21.4,5839575.0,207992000.0,197302854.0,3.93,18.731,32590000000.0,28214000000.0,-236000000.0,3588999936.0,41.35294,1.52941,17.0,1.07194,0.0094099995,0.46349798116320584,61.0,27.0,27.6362,30.3984,https://www.caesars.com
CPT,Camden Property Trust,Real Estate,REIT - Residential,United States,USD,76.790215,67.78395,2.606456,7.472994,15558540288.0,17.541,9.909,0.09934,0.18011999,0.61421,0.034140002,0.02021,82.154,0.037,0.028,1570124032.0,1.43,1.62,0.02,0.874,3.84,4.2,2.9091,11733527552.0,0.816,127.69,102.35,934969.0,106853000.0,105022340.0,2.57,42.13,8852144000.0,4104955000.0,381142000.0,886972992.0,122.89773,2.29167,22.0,0.97067,0.0134000005,0.22091007156335662,142.0,112.0,110.8454,115.73255,https://www.camdenliving.com
CPB,The Campbell's Company,Consumer Defensive,Packaged Foods,United States,USD,16.396519,9.664809,2.5156095,0.958302,16776540160.0,8.886,1.636,0.058709998,0.13012,0.30732,0.15636,0.06115,175.64,0.768,0.045,10252999680.0,2.01,3.41,0.012,,4.62,1.56,0.7662,9825470464.0,0.053,52.81,29.39,6123514.0,298129984.0,191217660.0,5.48,13.101,15235000000.0,11439000000.0,668000000.0,1888000000.0,34.36842,3.04762,19.0,0.64505994,0.35144,0.2614566546586751,62.0,28.0,31.9112,37.0295,https://www.thecampbellscompany.com
COF,Capital One Financial Corporation,Financial Services,Credit Services,United States,USD,638.9143,14.279694,1.3549032,6.0155973,141807370240.0,,5.965,0.0,-5.32768,0.0,0.00013,2.0000001e-05,,,,23772999680.0,0.35,15.66,-0.81,,1.08,2.4,6.6667,143008792576.0,1.171,232.45,131.55,3651395.0,639516992.0,626509524.0,2.33,165.045,490144000000.0,429360000000.0,16955000000.0,,252.7619,,21.0,0.87416,0.018170001,0.39913924337815565,290.0,202.0,216.1484,193.6481,https://www.capitalone.com
CAH,"Cardinal Health, Inc.",Healthcare,Medical Distribution,United States,USD,22.90062,17.069443,-12.6744585,0.1582247,41613770752.0,12.714,0.187,0.00701,0.0104600005,0.0367,,0.03159,,0.935,0.44,222577999872.0,6.44,8.64,0.005,0.04,1.36,2.04,0.3143,35217338368.0,0.74,168.44,106.54,2327559.0,238794000.0,238285017.0,3.38,-11.636,53122000000.0,55756000000.0,1850000000.0,3272999936.0,180.46153,1.6875,13.0,0.8842,0.0028,0.23068553727208918,203.0,150.0,156.8562,139.146,https://www.cardinalhealth.com
KMX,"CarMax, Inc.",Consumer Cyclical,Auto & Truck Dealerships,United States,USD,16.651934,15.989389,1.4437977,0.31549627,28260003840.0,24.242,0.986,0.01948,0.03858,0.12472,0.08969,0.01969,309.961,2.394,0.203,28673363968.0,3.62,3.77,0.062,0.423,,,0.0,9046339584.0,1.351,91.25,54.53,3239520.0,150072000.0,149227246.0,5.15,41.751,27404206000.0,21161218000.0,156500000.0,1165739008.0,81.4375,,16.0,1.0856,0.0040700003,0.3775216121513546,120.0,52.0,61.6488,72.32365,https://www.carmax.com
CCL,Carnival Corporation & plc,Consumer Cyclical,Travel Services,United States,USD,16.609947,18.444767,4.159565,1.6562178,67643473920.0,9.924,2.604,0.09722,0.1476,0.54701,0.30021998,0.051599998,286.33,0.337,0.245,25972000768.0,1.91,1.72,0.095,4.939,,,0.0,43015290880.0,2.708,32.77,15.07,21840488.0,1167399936.0,1223695227.0,3.18,7.627,49057000000.0,39805000000.0,1297000000.0,6816000000.0,33.36364,1.71429,22.0,0.72278,0.07586,0.4706511472535539,43.0,26.0,29.5326,24.69715,https://www.carnivalcorp.com
CARR,Carrier Global Corporation,Industrials,Building Products & Equipment,United States,USD,36.46552,20.871712,3.6710253,2.4038377,63561396224.0,19.008,2.83,0.17812,0.14412,0.26915002,0.11377,0.03317,79.173,1.166,0.722,22463000576.0,1.74,3.04,0.03,-0.733,1.44,0.9,0.3678,53997408256.0,1.249,83.32,54.22,4910074.0,851022976.0,798727484.0,2.77,17.284,37403000000.0,23008000000.0,44000000.0,3344000000.0,82.90227,2.0,22.0,0.86568,0.060310002,0.3394483341471561,100.0,65.0,70.9566,68.93575,https://www.corporate.carrier.com
CAT,Caterpillar Inc.,Industrials,Farm & Heavy Construction Machinery,United States,USD,21.134167,18.739279,10.420381,3.0797753,230796967936.0,16.477,3.655,0.14946,0.17738001,0.3103,0.52711,0.08555,218.336,1.338,0.731,63139000320.0,19.64,22.15,-0.007,-0.157,1.46,6.04,0.2872,194453929984.0,1.409,441.15,267.3,2788490.0,468479008.0,466970421.0,1.97,39.833,87764000000.0,68270000000.0,8820000000.0,14007000064.0,450.00092,2.04,22.0,0.72010005,0.00221,0.30006899413908156,507.0,350.0,413.9922,367.5967,https://www.caterpillar.com
